codigo;nome
2465;Pressão arterial sistólica diminuída
2466;Choque
2467;Divertículo
2471;Desconforto ocular
2473;Condição física geral
2474;Extrassístoles
2481;Infecção por Mycobacterium abscessus
2483;Pneumonia atípica
2487;Linfoma não-Hodgkin histologia não especificada indolente
2491;Linfoma de células do manto recorrente
2501;Glomerulonefrite lesão mínima
2503;Neoplasia do cólon
2504;Aumento do fósforo no sangue
2513;Síndrome de Guillain-Barré
2523;Câncer de mama estádio I
2528;Choque cardiogênico
2529;Colapso da veia
2530;Dor no local da incisão
2531;Parada cardiorrespiratória
2539;Aperto muscular
2540;Envenenamento
2543;Deficiência de hormônio adrenocorticotrófico
2545;Radiculopatia cervical
2553;Cefaleia sinusal
2560;Coagulação intravascular disseminada
2561;Tuberculose óssea
2565;Colocação do cateter
2568;Dermatite esfoliativa
2578;Complicação da ferida operatória
2579;Hipertensão intracraniana idiopática
2583;Hemorragia intracraniana
2590;Edema agudo de pulmão
2594;Diminuição da hemoglobina
2595;Diminuição da antitrombina III
2600;Aumento das enzimas hepáticas
2605;Cicatriz
2629;Encefalopatia
2630;Falha no tratamento
2631;Metástases para bexiga
2632;Metástases para o útero
2636;Intolerância a carboidratos
2639;Plasmocitoma
2640;Incapacidade de marcha
2641;Teste de função hepática aumentado
2644;Reação de hanseníase tipo 2
2646;Vírus JC testa positivo
2650;Hepatoblastoma
2654;Aumento da creatina fosfoquinase no sangue
2655;Flutuação da glicemia
2660;Aborto
2662;Fator de risco da doença
2670;Erro na dispensação de medicamentos
2671;Paracentese
2674;Erupção por droga
2676;Crise asmática
2680;Massa pulmonar
2688;Dor de pele
2689;Missa
2690;Micose pulmonar
2694;Câncer recorrente
2696;Intolerância ortostática
2702;Condição física geral anormal
2730;Cárie dentária
2735;Edema localizado
2736;Hematoma
2739;Incontinência anal
2740;Hanseníase virchowiana
2744;Haematochezia
2752;Neuropatia motora periférica
2755;Diminuição do fluxo urinário
2757;Secreção inadequada de hormônio antidiurético
2767;Carcinoma epidermóide de pulmão estádio III
2771;Sepse estafilocócica
2774;Dor fantasma
2778;Dor na bexiga
2780;Exposição a agente tóxico
2781;Neoplasia cutânea
2783;Pericardite
2785;Leucocitose
2790;Abusador de drogas
2794;Placa cutânea
2797;Transplante renal e pancreático
2799;Teste de função hepática anormal
2802;Frequência cardíaca diminuída
2803;Aumento da bilirrubina sanguínea
2804;Hiperidrose
2809;Formicação
2812;Neoplasia maligna da ampola de Vater
2815;Estrongiloidíase
2821;Hemorragia intestinal
2824;Aplasia febril de medula óssea
2826;Inserção de desfibrilador implantável
2829;Proteína C reativa anormal
2832;Fraqueza muscular
2840;Hemorragia interna
2847;Claustrofobia
2849;Cegueira
2853;Hematoma subdural
2859;Neoplasia de células dendríticas plasmocitóides blásticas
2862;Broncopneumopatia
2868;Abulia
2880;Irritação ocular
2883;Overdose acidental
2884;Doença respiratória alérgica
2889;Artrite infecciosa
2891;Disquezia
2894;Reação adversa
2895;Dor na mandíbula
2901;Anemia hemorrágica
2903;Paralisia
2905;Pneumonia citomegaloviral
2916;Trombose atrial
2922;Teste de função tireoidiana anormal
2925;Fratura da clavícula
2928;Pneumonia estafilocócica
2930;Cândida sistêmica
2939;Espirrar
2940;Neurotoxicidade
2954;Trombose da veia porta
2965;Síndrome do desconforto respiratório neonatal
2973;Trabalho de parto prematuro
2979;Reação de pânico
2981;Obstrução do intestino delgado
2982;Hidronefrose
2985;Gastropatia hipertensiva portal
2986;Retinoblastoma
3000;Isquemia cerebral
3012;Hérnia
3018;Ureterolitíase
3019;Síndrome da resposta inflamatória sistêmica
3020;Lesão torácica
3024;Diminuição do hormônio da paratireoide no sangue
3025;Insuficiência adrenocortical aguda
3035;Desconforto nasal
3045;Articulação de aspiração
3047;Aumento do dímero de fibrina D
3051;Carcinoma adenoide cístico
3055;Intolerância a drogas
3057;Infusão
3060;Doença de Hodgkin recorrente
3062;Anemia microcítica
3066;Tumor de células da granulosa ovariana
3071;Exostose
3075;Dermatose neutrofílica febril aguda
3088;Descolamento de retina
3089;Fratura de fêmur
3091;Lesão do sistema nervoso central
3108;Síndrome do manguito rotador
3109;Linfoma angioimunoblástico de células T
3117;Íleo
3123;Melanoma intraocular
3130;Leucemia linfocítica aguda refratária
3134;Tuberculose do aparelho geniturinário
3135;Piúria
3137;Icterícia colestática
3152;Infecção do pé diabético
3155;Infecção urinária pseudomonal
3156;Hospitalização
3158;Urticária mecânica
3162;Colangite
3163;Displasia broncopulmonar
3164;Síndrome do desconforto respiratório agudo
3186;Mutação no gene da quinase do linfoma anaplásico
3190;Babando
3197;Acidose láctica
3204;Procedimento ortopédico
3209;Pressão arterial sistólica aumentada
3211;Meningoencefalite herpética
3215;Miosite necrosante
3222;Lesão pulmonar traumática
3233;Aumento do débito urinário
3236;Peptídeo natriurético cerebral pró-hormônio N-terminal aumentado
3238;Morte
3242;Trombose ventricular cardíaca
3243;Síndrome de HELLP
3251;Hipernatremia
3257;Anúria
3266;Hemorragia processual
3267;Periodontite
3268;Fissuras cutâneas
3269;Trombocitopenia induzida por heparina
3272;Interação medicamentosa
3275;Bradifrenia
3283;Hipocloremia
3286;Empiema
3288;Evacuações frequentes
3289;Abandono do tratamento
3292;Infecção por parvovírus B19
3293;Problema de uso intencional do produto
3295;Contagem de glóbulos brancos anormal
3303;Cirurgia do quadril
3317;Progressão da neoplasia maligna
3319;Fracasso no crescimento pôndero-estatural
3325;Aperto na garganta
3328;Uso de substâncias
3329;Hemiplegia
3333;Hemiparesia
3335;Prurido vulvovaginal
3337;Fibrilação ventricular
3343;Parto prematuro
3361;Rigidez abdominal
3370;Melaena
3371;Hemorragia retal
3377;Inchaço do rosto
3378;Diálise
3380;Eritema vulvovaginal
3384;Descompensação neurológica
3395;Operação do ombro
3403;Diminuição da libido
3404;Dependência de nicotina
3406;Câncer de pulmão de células não pequenas estádio IIIA
3408;Síndrome de hipoventilação central congênita
3411;Quisto
3412;Pirofosfato de condrocalcinose
3414;Bacteremia por Escherichia
3423;Ascite maligna
3426;Paralisia facial
3431;Oclusão da artéria cerebral
3440;Prurigo
3443;Tensão muscular
3457;Enxaqueca vestibular
3462;Hemorragia adrenal
3465;Mucormicose
3473;Saturação de oxigênio diminuída
3477;Azotemia
3508;Sinovite
3510;Distúrbio linfático
3512;Histiocitose de células de Langerhans
3518;Buraco macular
3519;Descoloração da pele
3521;Carcinoma embrionário testicular estádio I
3522;Abscesso mamário
3524;Blefaroespasmo
3527;Insônia média
3537;Desconforto na cabeça
3541;Citopenia refratária com displasia de multilinhagens
3543;Ruptura ligamentar
3548;Fratura pélvica
3549;Menopausa prematura
3555;Cisto ósseo
3556;Fratura de membro inferior
3557;Fratura de tornozelo
3563;Fratura do rádio
3573;Perfuração de úlcera duodenal
3576;Cirurgia bucal
3584;Hemorragia da úlcera gástrica
3588;Pneumonia klebsiella
3591;Febre Q
3592;Dor renal
3596;Anhedonia
3598;Vasculite cutânea
3599;Vasculite de hipersensibilidade
3606;Cromatúria
3607;Metástases para o pênis
3610;Nível de fator V da coagulação anormal
3613;Cifose
3617;Concussão
3622;Distúrbio das vias biliares
3625;Colapso circulatório
3628;Osteomalacia
3629;Fratura da fíbula
3632;Fratura de ulna
3641;Crise da meia-idade
3655;Infecção por Mycobacterium chelonae
3656;Recorrência da doença
3657;Laringite
3663;Distúrbio das membranas mucosas
3665;Trombose venosa cerebral
3667;Perda da independência pessoal nas atividades diárias
3668;Paralisia do nervo fibular
3670;Irritação na garganta
3671;Cisto renal
3673;Zinco sanguíneo anormal
3680;Oclusão da artéria coronária
3682;Sepse por Escherichia
3683;Miastenia ocular
3685;Crescimento ungueal anormal
3697;Membro com trombose venosa
3710;Apatia
3719;Infecção da ferida pseudomonas
3722;Infecção urinária bacteriana
3729;Fratura atípica do fêmur
3731;Fratura do membro superior
3745;Lesão do nervo ciático
3754;Doença linfoproliferativa
3755;Não responsivo a estímulos
3760;Inchaço ocular
3761;Efeito da droga retardado
3764;Afta
3767;Infecção por Acinetobacter
3768;Calcifilaxia
3775;Neoplasia da língua estágio maligno não especificado
3778;Acinesia
3782;Distúrbio bucal
3786;Sarcoma sinovial metastático
3787;Insuficiência hepática aguda
3793;Aborto espontâneo
3802;Afasia
3803;Inchaço pós-procedimento
3807;Trombose do seio transverso
3812;Uso de álcool
3837;Temperatura corporal aumentada
3846;Necrose muscular
3848;Distúrbio menstrual
3852;Erupção cutânea generalizada
3853;Gastroenterite viral
3854;Ressaca
3857;Língua inchada
3858;Sede
3859;Dor nos gânglios linfáticos
3861;Energia aumentada
3863;Clima eufórico
3865;Coma hepático
3878;Eletrocardiograma QT prolongado
3887;Meningite bacteriana
3889;Staphylococcus teste positivo
3895;Cálcio no sangue anormal
3902;Crise tireotóxica
3913;Implante de prótese
3915;Hiperestesia
3923;Reação à imunização
3930;Erupção tóxica da pele
3933;Desconforto no local da injeção
3936;Hesitação urinária
3941;Erupção papular
3942;Diminuição do débito urinário
3944;Amamentação
3947;Edema generalizado
3950;Contagem de eosinófilos aumentada
3954;Endoftalmite
3963;Segunda malignidade primária
3966;Medicamento ineficaz
3970;Infecção do trato respiratório fúngica
3976;Eritema no local da injeção
3977;Prurido no local da injeção
4000;Pensamentos intrusivos
4019;Lesão de nervo periférico
4037;Infecção do trato urinário enterocócica
4042;Distúrbio da vesícula biliar
4043;Resistência a medicamentos
4047;Taquicardia paroxística
4065;Transtorno amnéstico
4066;Pensamentos obsessivos
4075;Paraplegia
4076;Síndrome do nevo basocelular
4082;Crise hipertensiva
4089;Descoloração das unhas
4091;Erro na administração de medicamentos
4092;Perfuração intestinal
4106;Distúrbio do pénis
4108;Analgesia peridural
4114;Catarata nuclear
4121;Engasgo
4127;Lesão hepática
4131;Lesão nas costas
4134;Exoftalmia
4146;Cateterismo venoso central
4150;Trombose cerebral
4151;Acidose respiratória
4165;Fibrinogênio sanguíneo diminuído
4167;Transtorno alimentar
4171;Leucemia de Burkitt
4174;Corrimento
4177;Polimenorreia
4184;Síndrome de abstinência de drogas neonatal
4203;Cor pulmonale |
4205;Mesotelioma maligno
4210;Operação vascular
4214;Inflamação no local do estoma
4216;Convulsões de abstinência de drogas
4242;Endocardite por cândida
4246;Necrose tubular renal
4250;Bloco de ramificação do feixe à esquerda
4262;Metástases para o olho
4266;Hemorragia hemorroidária
4270;Evacuações infrequentes
4271;Exposição materna durante a gestação
4272;Perturbação sensorial
4279;Nefrostomia
4282;Aumento do escarro
4298;Síndrome de Stevens-Johnson
4300;Desordem tendínea
4302;Distúrbio do metabolismo ósseo
4313;Doença crônica do enxerto contra o hospedeiro na pele
4320;Transaminases aumentadas
4323;Laringoespasmo
4331;Trombose relacionada ao dispositivo
4337;Braquiterapia para pele
4340;Hepatomegalia
4344;Surdez
4346;Rabdomiólise
4353;Petéquias
4361;Pólipo
4365;Linfoma de Burkitt estágio II
4373;Magnésio no sangue anormal
4374;Hipertermia maligna
4384;Erupção cutânea eritematosa
4388;Cardiomiopatia restritiva
4392;Inchaço no local de injeção
4399;Cesariana
4405;Fratura da mão
4416;Pré-síncope
4431;Lesão hepática induzida por drogas
4436;Dissonia
4440;Ileostomia
4448;Morte fetal
4452;Sangramento gengival
4457;Operação de cotovelo
4459;Rabdomiossarcoma embrionário
4466;Paraproteinemia
4468;Aderências abdominais
4470;Problema de qualidade do produto
4473;Letargia
4477;Desordem linfoproliferativa associada ao vírus Epstein-Barr
4479;Síndrome de aspiração de mecônio
4483;Temperatura corporal diminuída
4488;Lesão na face
4501;Adenocarcinoma da vesícula biliar
4507;Reação de fotossensibilidade
4516;Doença hepática veno-oclusiva
4521;Parotitis
4527;Reparo de hérnia
4530;Linfoma de células T estágio IV
4532;Paciente recebeu medicação errada
4536;Eritema multiforme
4539;Maculopatia
4558;Cegueira unilateral
4579;Eritema palpebral
4583;Hemograma completo diminuído
4590;Razão normalizada internacional aumentou
4597;Marcador inflamatório aumentado
4618;Hipoacusia
4652;Acidente
4679;Dor na vesícula biliar
4697;Câncer de células germinativas testicular metastático
4708;Dose extra administrada
4714;Infiltração pulmonar
4788;Tracheobronchitis
4796;Erro na prescrição de medicamentos
4797;Erupção fixa
4798;Trombose do seio sagital superior
4801;Icterícia
4808;Tempo de protrombina prolongado
4812;Cólica biliar
4819;Perda anormal de peso
4833;Anemia hipocrômica
4835;Sensação de frio
4836;Faecaloma
4844;Encefalopatia hipóxico-isquêmica
4853;Síndrome de Budd-Chiari
4854;Fibrose hepática
4858;Lesão vascular
4860;Cálculo do ducto biliar
4868;Hemorragia dos gânglios da base
4892;Menometrorrhagia
4899;Disartria
4909;Linfoma periférico de células T não especificado estádio IV
4913;Massa intracraniana
4919;Hematoma cerebral
4923;Doença de Hodgkin celular mista estágio IV
4930;Hemorragia pós-procedimento
4948;Lipo-hipertrofia
4951;Massa renal
4954;Ceratite puntiforme
4961;Asfixia
4976;Massa cutânea
4979;Textura do cabelo anormal
4986;Exame laboratorial anormal
4989;Sensação de calor
5002;Rino-rinoceronte eosinofílico crônico
5003;Furúnculo
5004;Necrose cutânea
5012;Edema palpebral
5042;Doença inflamatória pélvica
5049;Infecção por Capnocytophaga
5050;Peritonite bacteriana
5060;Diminuição da hemoglobina glicosilada
5069;Glossite infecciosa
5071;Abscesso retroperitoneal
5075;Linfoma de células B estágio I
5092;Pressão da fala
5095;Linfoma de Burkitt estágio III
5100;Glossodinia
5102;Exposição via transplante
5108;Coriorretinite
5115;Encefalite equina oriental
5128;Bloqueio atrioventricular completo
5141;Síndrome de vasoplegia
5144;Retching
5153;Megacólon
5155;Linfoma de células B da zona marginal nodal
5158;Osteotomia
5161;Bloco de ramificação do feixe
5165;Dor peniana
5171;Leucemia linfocítica crônica estágio 1
5174;Fome
5175;Disfunção motora
5183;Lipoproteína de alta densidade diminuída
5197;Odor anormal da pele
5198;Gastrite hemorrágica
5200;Reação de hanseníase tipo 1
5207;Edema alérgico
5225;Sensação de nervosismo
5252;Obliteração transvenosa retrógrada ocluída por balão
5265;Hiperpigmentação da pele
5271;Pólipo do intestino grosso
5278;Hematomas no local da injeção
5279;Dor no local da injeção
5282;Deiscência da ferida
5288;Sentimento de desespero
5290;Desrealização
5297;Deslocamento do dispositivo
5298;Diátese hemorrágica
5299;Desinibição
5306;Afeto plano
5307;Sentimentos de inutilidade
5323;Transtorno do neurodesenvolvimento
5338;Dor genito-pélvica/distúrbio de penetração
5340;Ferimento por arma de fogo
5344;Fibrose miocárdica
5345;Deficiência
5354;Ruptura tendínea
5373;Fenômeno do congelamento
5392;Inserção de sutura
5395;Cirurgia cervical
5408;Cisto mamário
5439;Desorientação
5442;Crise oculógica
5445;Incoerente
5448;Polidipsia
5454;Afeto embotado
5455;Pressão arterial pulmonar aumentada
5470;Vitamina D anormal
5491;Bloqueio atrioventricular de segundo grau
5504;Doença por IgA linear
5506;Fosfatase alcalina sanguínea aumentada
5523;Choque hipovolêmico
5529;Distúrbio gengival
5532;Colangite aguda
5536;Mácula
5545;Defeito de campo visual
5549;Estreitamento do espaço do disco intervertebral
5550;Reação no local da injeção
5553;Gestação anembrionária
5559;Torsade de pointes |
5563;Eritema da mucosa gástrica
5569;Hiperbilirrubinemia
5583;Operação de hemorroidas
5589;Operação ligamentar
5595;Hipercloremia
5613;Hematotoxicidade
5615;Sensação de corpo estranho
5617;Aneurisma
5619;Toxicidade cutânea
5625;Omissão de dose de medicamento
5626;Aumento da tendência a hematomas
5631;Síndrome do anticonvulsivante fetal
5636;Estridor
5638;Nefropatia tóxica
5639;Falha virológica
5649;Pressão arterial diastólica diminuída
5651;Falha do dispositivo
5656;Perda sensorial
5660;Ginecomastia
5661;Perda de emprego
5663;Problema de substituição de produto
5666;Macrocitose
5667;Fotofobia
5668;Velocidade de hemossedimentação aumentada
5671;Pensamentos negativos
5675;Hipofagia
5678;Problema do dispositivo
5679;Dose insuficiente
5685;Horário inadequado de administração de medicamentos
5686;Via incorreta de administração de medicamentos
5687;Dose incorreta administrada
5688;Potencializando a interação medicamentosa
5689;Overdose prescrita
5690;Granuloma cutâneo
5693;Resposta terapêutica diminuída
5694;Fezes descoloridas
5699;Imperícia
5714;Acidente vascular cerebral hemorrágico
5718;Técnica errada no processo de utilização do produto
5719;Vólvulo
5722;Hipoestesia oral
5723;Parestesia oral
5725;Problema econômico
5726;Eletromiograma anormal
5727;Vesícula biliar não funcionante
5728;Descoloração da língua
5729;Vitamina B6 aumentada
5730;Flutuação de peso
5732;Duração incorreta da administração de medicamentos
5733;Ageusia
5740;Palidez
5742;Erupção cutânea no local de injeção
5743;Fratura dentária
5745;Sentimento de opressão
5748;Insolação
5750;Quebra do dispositivo
5756;Problema de adesão do produto
5763;Resposta terapêutica encurtada
5764;Contagem de neutrófilos aumentada
5765;Coma
5766;Cianose
5770;Creatinina sanguínea diminuída
5773;Total de proteínas aumentou
5775;Diafragmalgia
5777;Massa no local de injeção
5788;Sons respiratórios anormais
5790;Medicamento administrado em local inadequado
5792;Perfuração da membrana timpânica
5793;Morte súbita
5794;Ronco
5795;Pneumotórax
5796;Desvio de drogas
5797;Intoxicação alimentar
5799;Projétil de vômito
5803;Purulência
5804;Deformidade da mão
5805;Hemorragia no local de injeção
5808;Encefalopatia metabólica
5812;Atividade elétrica sem pulso
5814;Vômito descolorido
5818;Menstruação atrasada
5821;Linfopenia
5826;Desbridamento
5835;Capacidade para o trabalho prejudicada
5837;Medicamento ineficaz para indicação não aprovada
5841;Efeito da droga diminuiu
5849;Hemorragia no local do cateter
5850;Disfunção da motricidade fina
5851;Postura anormal
5857;Efeito da droga incompleto
5858;Erro de armazenamento do produto
5860;Morte celular
5863;Capacidade de condução prejudicada
5866;Distúrbio da mandíbula
5867;Cessação da terapia
5869;Problema de uso do dispositivo
5883;Perfuração gastrointestinal
5894;Exposição à poluição química
5895;Hemotórax
5901;Isquemia intestinal
5908;Acesso venoso precário
5911;Nenhum evento adverso
5913;Ruídos gastrointestinais anormais
5914;Força de preensão diminuída
5916;Bolha de sangue
5920;Infecção pelo vírus JC
5922;Ureia no sangue aumentada
5926;Edema periorbital
5929;Terapia não respondedora
5935;Hemorragia da ferida
5942;Subdosagem prescrita
5944;Escala de coma anormal
5950;Edema labial
5951;Reação de hipersensibilidade tipo IV
5960;Problema da agulha
5967;Aumento do consumo de oxigênio
5968;Hypokinesia
5973;Cetoacidose
5975;Osso exposto na mandíbula
5977;Crosta
5979;Agressão física
5981;Bradicinesia
5991;Compressão do disco intervertebral
5992;Massa cervical
6005;Distúrbio da mastigação
6008;Dormir falando
6009;Parada respiratória
6016;Afonia
6018;Cisto hepático
6023;Aumento da lactato desidrogenase no sangue
6024;Inchaço no local da incisão
6027;Insuficiência pré-renal aguda
6030;Estenose ureteral
6031;Acuidade visual reduzida
6038;Respiração dolorosa
6045;Usuário de auxílio à marcha
6051;Produto contraindicado administrado
6053;Teste de poliomavírus positivo
6054;Descarga uretral
6056;Circunstância ou informação capaz de levar ao erro de medicação
6061;Mau funcionamento do dispositivo
6063;Suor frio
6064;Eletrocardiograma complexo QRS prolongado
6074;Vítima de abuso infantil
6078;Contagem de linfócitos aumentada
6079;Contagem de monócitos aumentada
6083;Produto vencido administrado
6094;Hematócrito diminuído
6099;Hemorragia cutânea
6104;Reação paradoxal a drogas
6107;Eletrocardiograma anormal
6111;Obstrução ureteral
6112;Letargia
6114;Necrose epidérmica
6125;Anticorpo específico do medicamento
6136;Ressonância nuclear magnética anormal
6142;Dor no local da aplicação
6144;Contratura articular
6152;Necrose gastrointestinal
6153;Anosmia
6154;Encefalopatia tóxica
6156;Estupor
6163;Depressão respiratória
6165;Aquecimento no local de injeção
6170;Atrofia da cartilagem
6176;Haptoglobina diminuída
6181;Problema de infusão do dispositivo
6190;Perfuração do intestino grosso
6191;Lesão esquelética
6203;Dermatite bolhosa
6204;Lesão hepática colestática
6209;Nefrocalcinose
6212;Dilatação da aorta
6216;Peptídeo natriurético cerebral aumentado
6222;Enduração da pele
6232;Sentir-se bêbado
6237;Linfócitos CD4 diminuídos
6244;Síndrome compartimental
6246;Urticária no local da injeção
6247;Uso indevido intencional do dispositivo
6251;Corrimento mamário
6254;Hiperreflexia
6258;Estado alterado de consciência
6261;Cardiotoxicidade
6269;Ortopneia
6272;Diminuição da tolerância ao exercício
6314;Eletrocardiograma segmento ST anormal
6320;Displasia cervical
6321;Pseudoaneurisma vascular
6324;Vesículas no local de aplicação
6325;Transtorno alimentar relacionado ao sono
6341;Medo de injeção
6351;Fístula traqueoesofágica
6353;Pulso ausente
6362;Omissão intencional de dose
6374;Dor em dispositivos médicos
6375;Problema de conexão do dispositivo
6376;Abscesso de ponto
6383;Intoxicação hídrica
6385;Oligodrâmnio
6387;Aneurisma cerebral roto
6390;Oliguria
6393;Fenômenos semelhantes à convulsão
6399;Pneumonia eosinofílica aguda
6400;Lesão renal
6408;Sequestro primário
6416;Desconfiança
6419;Bloqueio atrioventricular de primeiro grau
6423;Hemorragia hepática
6427;Amplitude de movimento articular diminuída
6428;Teste de função renal anormal
6436;Problema de disponibilidade do produto
6439;Flutuadores vítreos
6444;Choro
6449;Nascido vivo
6458;Hemorragia pericárdica
6461;Íleo paralítico
6468;Descoloração no local de injeção
6475;Pólipo intestinal
6476;Inchaço da boca
6479;Aperto na pele
6483;Puberdade atrasada
6491;Recém-nascido normal
6493;Sopor
6496;Ruptura prematura de membranas
6500;Derrame de coroide
6511;Porcentagem de linfócitos diminuída
6512;Sinais eletrocardiográficos de isquemia miocárdica
6514;Gravidez em anticoncepcional
6520;Inchaço peniano
6540;Dificuldade de sustentação de peso
6545;Pneumatose
6552;Evento anormal relacionado ao sono
6554;Onicomase
6558;Anomalia cardiovascular congênita
6560;Deformidade torácica
6565;Procedimento de monitorização medicamentosa não realizado
6569;Creatinina sanguínea anormal
6570;Ureia sanguínea anormal
6582;Mutação do DNA mitocondrial
6584;Vômitos pós-tussígenos
6586;Crepitações
6587;Albumina urinária presente
6600;Celulite pós-procedimento
6601;Atrofia gengival
6620;Aumento da vesícula biliar
6640;Monoplegia
6664;Recuperação retardada da anestesia
6677;Preguiça
6684;Toxicidade pulmonar
6688;Desconforto anorretal
6690;Coma diabético
6691;Erupção vesicular
6714;Libido aumentada
6736;Flutuação da temperatura corporal
6737;Toxicidade da medula óssea
6741;Malformação arteriovenosa hemorrágica
6763;Estenose intestinal grossa
6777;Estresse familiar
6788;Volume celular médio aumentado
6791;Monoparesia
6800;Hemobilia
6802;Obstrução gastrointestinal
6807;Orgasmo anormal
6811;Gravidez em uso de anticoncepcional oral
6813;Infecção uterina
6814;Analgesia inadequada
6830;Aumento do ácido láctico no sangue
6837;Coledocoenterostomia
6878;Dosagem incorreta administrada
6921;Astigmatismo
6923;Meningite química
6930;Hemianopia
6935;Deformidade
6939;Hemorragia renal
6943;Entrópio
6948;Fratura de mandíbula
6949;Hepatite fulminante
6964;Secreção da ferida
6967;Anemia normocítica normocrômica
6974;Herpes vírus humano 8 teste positivo
6979;Lesão gastrointestinal
6988;Irritação do trato respiratório
6992;Líquido sub-retiniano
6993;Técnica errada no processo de uso do dispositivo
6995;Tontura de esforço
7001;Inchaço da mama
7002;Hemianestesia
7014;Resposta parcial à terapia
7018;Hemorragia arterial
7022;Complicação do sítio da fístula arteriovenosa
7024;Paresia facial
7025;Visão de túnel
7032;Comportamento suicida
7042;Erro de medicação de interação medicamentosa rotulada
7049;Problema de cor do produto
7054;Contagem de reticulócitos aumentada
7055;Abscesso vaginal
7063;Hematócrito anormal
7064;Distúrbio hemorrágico
7066;Hemorragia tumoral
7067;Epiteliopatia pigmentar da retina
7078;Tetania
7079;Transfusão de concentrado de hemácias
7103;Natimorto
7108;Hemorragia do trato respiratório
7110;Trombose da artéria cerebral
7127;Aumento da gonadotrofina coriônica humana
7141;Insuficiência cardiopulmonar
7147;Distúrbio das cordas vocais
7151;Diminuição da tolerância aos fármacos
7158;Massa de tecidos moles
7160;Morte cerebral
7161;Hipoperfusão cerebral
7176;Radiografia de tórax anormal
7200;Hipoperfusão
7203;Meningite listeria
7205;Síndrome anticolinérgica
7214;Problema no contêiner do produto
7218;Trombose de stent vascular
7222;Doença do soro
7249;Gravidez gemelar
7250;Atordoamento miocárdico
7254;Erupção cutânea morbiliforme
7256;Papiledema
7262;Fala desorganizada
7278;Problema físico do produto
7282;Atrofia cerebelar
7288;Síndrome do estresse tibial medial
7297;Edema da língua
7299;Toxicidade pancreática
7306;Hipersensibilidade tipo I
7368;Câncer de próstata estádio II
7372;Ruptura da mucosa esofágica
7391;Cicatrizes intestinais
7412;Exsudato do mamilo sanguinolento
7419;Hematoma peniano
7450;Sensação de queimação genital
7457;Ceratose liquenóide
7459;Síndrome compartimental abdominal
7473;Hipotonia neonatal
7478;Doença respiratória exacerbada por aspirina
7479;Urgência de defecação
7493;Dor uterina
7494;Desconforto do dispositivo médico
7522;Meningoencefalite bacteriana
7547;Aerofagia
7561;Problema de embalagem do blister do produto
7567;Invasão tumoral
7578;Candidúria
7583;Mudança na apresentação das crises
7584;Celulite do órgão genital externo masculino
7586;Resposta terapêutica tardia
7588;Radiação de cistite
7597;Tremor de repouso parkinsoniano
7604;Erupção cutânea vulvovaginal
7607;Flexibilidade cerosa
7626;Danos ao dispositivo
7645;Infecção por Moraxella
7651;Ecolalia
7660;Bolha genital
7672;Odor do produto anormal
7683;Inconsciência hipoglicêmica
7717;Corpo solto na articulação
7727;Mudança da cor dos olhos
7732;Transfusão de plaquetas
7742;Nível de anticoagulação abaixo do terapêutico
7757;Toxicidade retiniana
7760;Crise hipoglicêmica
7768;Falta de saciedade
7775;Titulação da dose do medicamento não realizada
7787;Lesão venosa
7793;Nível de antipsicóticos aumentou
7797;Dermatite infectada
7808;Encefalopatia hiperamonêmica
7814;Bezoar
7816;Toxicidade mitocondrial
7822;Hipersensibilidade documentada ao produto administrado
7875;Gases sanguíneos anormais
7876;Reatividade cruzada do produto terapêutico
7882;Leucoencefalopatia
7883;Pápula no local de injeção
7887;Inserção de prótese óssea
7911;Histologia anormal
7920;Aumento das glândulas salivares
7922;pH sanguíneo diminuído
7941;Listeria sepse
7950;Derrame articular no local do dispositivo médico
7984;Operação da córnea
7985;Ulceração genital
7986;Conjuntivite lenhosa
7994;Aumento da concentração média de hemoglobina celular
8019;Molusco contagioso
8028;Alimentação inadequada do lactente
8045;Ablação de alta frequência
8060;Dentes mal posicionados
8097;Depuração renal diminuída da creatinina
8106;Gastroenterite Escherichia coli
8129;Síndrome de abstinência de esteroides
8137;Trombose do enxerto
8177;Hemorragia gastrointestinal do pólipo
8180;Tricomegalia
8184;Sulco palpebral aprofundado
8188;Hemorragia peridural
8200;Rastreamento de drogas falso positivo
8204;Déjà vu
8207;Mutação viral identificada
8220;Síndrome inflamatória de reconstituição imune associada à tuberculose
8224;Atresia intestinal
8251;Klebsiella sepse
8255;Massa faríngea
8299;Aumento da porcentagem de reticulócitos
8311;Falha na indução do trabalho de parto
8313;Cisto adrenal
8340;Estimulação cerebral profunda
8418;Necrose hepática
8441;Hemorragia por úlcera gastrointestinal
8483;Eritema lingual
8494;Tumor de paratireoide
8509;Dióxido de carbono diminuiu
8541;Dilatação do ducto pancreático
8545;Insuficiência ventricular direita aguda
8547;Abscesso perirretal
8550;Erro na monitorização da medicação
8572;Pseudolinfoma
8587;Osteossíntese
8616;Porcentagem de neutrófilos aumentou
8631;Morte súbita cardíaca
8647;Hematoma epidural espinhal
8649;Candidíase hepatoesplênica
8684;Teste de álcool falso positivo
8730;Prender a respiração
8733;Extravasamento do local de administração
8771;Infecção por torulopse
8840;Lipoproteína de baixa densidade diminuída
8851;Ganrena do cólon
8864;Anorgasmia
8870;Hemorragia medular
8903;Vasculite hialinizante segmentada
8904;Faringite por herpes zoster
8906;Diminuição da formação óssea
